Date,Campaign name,Adset name (optional),Spends,Impressions,clicks,Check
2024-06-13,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Value-exerciser NL,0.38,156,40,
2024-06-13,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,DMP Value-exerciser NL,0.13,52,1,
2024-06-13,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Campagne,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Ensemble de publicités,80.78,22624,1073,
2024-06-13,Decathlon Belgium - Advantage+ Shopping Prospecting Campaign - NL Campagne,Decathlon Belgium - Advantage+ Shopping Campaign - NL Ensemble de publicités,20.07,7806,863,
2024-06-13,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Easy active - Reel - IG - NL,0.34,72,1,
2024-06-13,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Easy-active - Reel - FB - NL,8.87,3002,14,
2024-06-13,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Easy-active NL,32.72,18964,3117,
2024-06-13,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Easy-active NL,125.40,51082,4880,
2024-06-13,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Expert-lete NL,11.78,6327,723,
2024-06-13,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Expert-lete NL,19.20,3490,9,
2024-06-13,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Femmes NL,0.46,170,17,
2024-06-13,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,Football interest - NL,31.28,15143,767,
2024-06-13,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,Gen Z - 2024 - NL,4.19,1348,42,
2024-06-13,Decathlon Belgium - Re-Sell - Gen Z - May 2024 - Inspire,Gen Z - NL,36.78,16699,33,
2024-06-13,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Hommes NL,0.02,4,,
2024-06-13,Decathlon Belgium - (E-)Mobility - AW - February - 2024 - Intercept,"Interest Vélo route, VTT, Vélo ville - NL",1.87,867,79,
2024-06-13,Decathlon Belgium - Rent - AW - April 2024 - Intercept,Interest escapades et longs weekends - NL,4.61,1708,73,
2024-06-13,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,LAL (10%) - DMP - Football - Viewers/Buyers - NL,22.53,8788,615,
2024-06-13,Decathlon Belgium - Padel - Bullpadel - Raquette expert - June 2024 - intercept,LAL (10%) - DMP Padel buyer & viewers - NL,27.51,8102,258,
2024-06-13,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,LAL DMP Gen Z - 2024 - NL,0.08,18,1,
2024-06-13,Decathlon Belgium - Padel - Bullpadel - Raquette expert - June 2024 - intercept,Padel interest - NL,31.37,11919,196,
2024-06-13,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,26.90,5103,81,
2024-06-13,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,25.35,5125,120,
2024-06-13,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Value-exerciser - Reel - FB - NL,1.90,894,3,
2024-06-13,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Value-exerciser - Reel - IG - NL,0.15,51,,
2024-06-13,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Value-exerciser NL,60.88,30484,3789,
2024-06-13,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Value-exerciser NL,29.62,13468,952,
2024-06-13,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Visitors page WOO NL,3.65,1080,96,
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Aspire-lete NL,4.53,2668,245,
2024-06-12,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Aspire-lete NL,13.03,2572,9,
2024-06-12,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Bagagerie NL,0.50,170,30,
2024-06-12,Decathlon Belgium - CRM One&Done - Fitness - NL - AW - Intercept,DMP - CRM - One & Done - Fitness - NL,14.65,4747,70,
2024-06-12,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,DMP - Football - Viewers/Buyers - NL,10.32,3930,278,
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Aspire-lete NL,0.93,427,82,
2024-06-12,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Aspire-lete NL,3.02,642,1,
2024-06-12,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,8.03,1712,37,
2024-06-12,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,8.60,1612,38,
2024-06-12,Decathlon Belgium - CRM Prospects NL - AW - Intercept,DMP CRM Prospects NL,23.44,8212,822,
2024-06-12,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Easy-active - NL,0.25,81,2,
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Easy-active NL,0.86,510,95,
2024-06-12,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,DMP Easy-active NL,1.23,603,56,
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Expert-lete NL,0.41,191,34,
2024-06-12,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Expert-lete NL,0.63,173,,
2024-06-12,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Value-exerciser - NL,0.11,30,5,
2024-06-12,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,DMP Value-exerciser - Reel - FB - NL,,6,,Error - Spends; 
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Value-exerciser NL,0.24,126,20,
2024-06-12,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,DMP Value-exerciser NL,0.32,154,11,
2024-06-12,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Campagne,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Ensemble de publicités,85.04,29611,1142,
2024-06-12,Decathlon Belgium - Advantage+ Shopping Prospecting Campaign - NL Campagne,Decathlon Belgium - Advantage+ Shopping Campaign - NL Ensemble de publicités,20.29,7652,937,
2024-06-12,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Easy active - Reel - IG - NL,0.30,58,,
2024-06-12,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Easy-active - Reel - FB - NL,6.95,2492,8,
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Easy-active NL,33.71,19952,3336,
2024-06-12,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Easy-active NL,124.60,54103,5837,
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Expert-lete NL,10.05,5388,663,
2024-06-12,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Expert-lete NL,22.60,3803,11,
2024-06-12,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Femmes NL,1.17,398,38,
2024-06-12,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,Football interest - NL,31.42,15002,792,
2024-06-12,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,Gen Z - 2024 - NL,3.82,1253,32,
2024-06-12,Decathlon Belgium - Re-Sell - Gen Z - May 2024 - Inspire,Gen Z - NL,39.65,16566,29,
2024-06-12,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Hommes NL,0.22,64,4,
2024-06-12,Decathlon Belgium - (E-)Mobility - AW - February - 2024 - Intercept,"Interest Vélo route, VTT, Vélo ville - NL",1.88,896,79,
2024-06-12,Decathlon Belgium - Rent - AW - April 2024 - Intercept,Interest escapades et longs weekends - NL,4.10,1494,72,
2024-06-12,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,LAL (10%) - DMP - Football - Viewers/Buyers - NL,24.92,10025,706,
2024-06-12,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,LAL DMP Gen Z - 2024 - NL,0.03,13,1,
2024-06-12,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,30.11,6204,105,
2024-06-12,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,25.66,4914,84,
2024-06-12,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Value-exerciser - Reel - FB - NL,2.13,1008,2,
2024-06-12,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Value-exerciser - Reel - IG - NL,0.23,66,,
2024-06-12,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Value-exerciser NL,64.58,33884,4368,
2024-06-12,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Value-exerciser NL,28.23,13882,1043,
2024-06-12,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Visitors page WOO NL,4.71,1511,168,
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Aspire-lete NL,5.07,2796,284,
2024-06-11,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Aspire-lete NL,13.08,2407,4,
2024-06-11,Decathlon Belgium - CRM One&Done - Fitness - NL - AW - Intercept,DMP - CRM - One & Done - Fitness - NL,14.95,4681,54,
2024-06-11,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,DMP - Football - Viewers/Buyers - NL,7.97,3007,219,
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Aspire-lete NL,0.81,362,40,
2024-06-11,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Aspire-lete NL,3.07,585,1,
2024-06-11,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,6.96,1394,32,
2024-06-11,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,7.83,1499,30,
2024-06-11,Decathlon Belgium - CRM Prospects NL - AW - Intercept,DMP CRM Prospects NL,23.48,7911,809,
2024-06-11,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Easy-active - NL,0.22,79,3,
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Easy-active NL,0.82,435,76,
2024-06-11,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,DMP Easy-active NL,1.07,554,41,
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Expert-lete NL,0.60,256,35,
2024-06-11,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Expert-lete NL,0.66,154,,
2024-06-11,Decathlon Belgium - Buyback Tentes - AW - March - 2024 - Intercept,DMP Tent Buyer - NL,1.15,205,2,
2024-06-11,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Value-exerciser - NL,0.11,39,,
2024-06-11,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,DMP Value-exerciser - Reel - FB - NL,,5,,Error - Spends; 
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Value-exerciser NL,0.28,121,19,
2024-06-11,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,DMP Value-exerciser NL,0.21,123,10,
2024-06-11,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Campagne,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Ensemble de publicités,89.48,30232,1009,
2024-06-11,Decathlon Belgium - Advantage+ Shopping Prospecting Campaign - NL Campagne,Decathlon Belgium - Advantage+ Shopping Campaign - NL Ensemble de publicités,20.59,7791,927,
2024-06-11,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Easy active - Reel - IG - NL,0.11,41,,
2024-06-11,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Easy-active - Reel - FB - NL,1.74,807,3,
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Easy-active NL,36.54,21312,3581,
2024-06-11,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Easy-active NL,79.80,37413,4084,
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Expert-lete NL,12.65,6626,695,
2024-06-11,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Expert-lete NL,21.30,3449,12,
2024-06-11,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Femmes NL,3.42,1311,79,
2024-06-11,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,Football interest - NL,25.84,13104,726,
2024-06-11,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,Gen Z - 2024 - NL,3.89,1444,37,
2024-06-11,Decathlon Belgium - Re-Sell - Gen Z - May 2024 - Inspire,Gen Z - NL,39.69,16445,25,
2024-06-11,Decathlon Belgium - Buyback Tentes - AW - March - 2024 - Intercept,Green interest - NL,10.10,1613,17,
2024-06-11,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Hommes NL,1.15,412,26,
2024-06-11,Decathlon Belgium - (E-)Mobility - AW - February - 2024 - Intercept,"Interest Vélo route, VTT, Vélo ville - NL",1.75,866,63,
2024-06-11,Decathlon Belgium - Rent - AW - April 2024 - Intercept,Interest escapades et longs weekends - NL,3.38,1369,62,
2024-06-11,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,LAL (10%) - DMP - Football - Viewers/Buyers - NL,17.83,7559,554,
2024-06-11,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,LAL DMP Gen Z - 2024 - NL,0.03,9,,
2024-06-11,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,26.53,5280,79,
2024-06-11,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,23.57,4039,43,
2024-06-11,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Parents NL (V2),0.01,5,,
2024-06-11,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Value-exerciser - Reel - FB - NL,1.00,616,1,
2024-06-11,Decathlon Belgium - Boost post - Summer - Intro - Reach - Opeco - June 2024 - Inspire,Value-exerciser - Reel - IG - NL,0.10,46,,
2024-06-11,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Value-exerciser NL,60.74,31317,4039,
2024-06-11,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Value-exerciser NL,13.44,7033,594,
2024-06-11,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Visitors page WOO NL,4.81,1471,170,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Aspire-lete NL,5.58,3747,336,
2024-06-10,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Aspire-lete NL,16.09,3063,7,
2024-06-10,Decathlon Belgium - CRM One&Done - Fitness - NL - AW - Intercept,DMP - CRM - One & Done - Fitness - NL,15.70,5386,69,
2024-06-10,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,DMP - Football - Viewers/Buyers - NL,11.12,5099,316,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Aspire-lete NL,0.66,372,31,
2024-06-10,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Aspire-lete NL,2.65,641,,
2024-06-10,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,8.71,2057,38,
2024-06-10,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,8.62,1996,44,
2024-06-10,Decathlon Belgium - CRM Prospects NL - AW - Intercept,DMP CRM Prospects NL,24.02,8571,809,
2024-06-10,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Easy-active - NL,0.27,92,10,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Easy-active NL,0.60,365,37,
2024-06-10,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,DMP Easy-active NL,0.27,169,8,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Expert-lete NL,0.53,270,26,
2024-06-10,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Expert-lete NL,0.79,194,,
2024-06-10,Decathlon Belgium - Buyback Tentes - AW - March - 2024 - Intercept,DMP Tent Buyer - NL,7.45,1498,30,
2024-06-10,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Value-exerciser - NL,0.09,41,,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Value-exerciser NL,0.24,126,10,
2024-06-10,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,DMP Value-exerciser NL,0.11,81,9,
2024-06-10,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Campagne,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Ensemble de publicités,91.60,34521,1511,
2024-06-10,Decathlon Belgium - Advantage+ Shopping Prospecting Campaign - NL Campagne,Decathlon Belgium - Advantage+ Shopping Campaign - NL Ensemble de publicités,20.78,9532,958,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Easy-active NL,44.12,27263,4533,
2024-06-10,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Easy-active NL,78.73,39298,5137,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Expert-lete NL,10.91,6174,678,
2024-06-10,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Expert-lete NL,22.80,3833,10,
2024-06-10,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Femmes NL,7.19,3397,252,
2024-06-10,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,Football interest - NL,30.15,17007,938,
2024-06-10,Decathlon Belgium - Boost post  - Foot -  LP - Maillot EURO 2024 - IG - AW - June 2024 - Inspire,Football interest - NL,2.72,1258,4,
2024-06-10,Decathlon Belgium - Boost post  - Foot - LP - Maillot EURO 2024 - AW - June 2024 - Inspire,Football interest - NL,2.09,745,54,
2024-06-10,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,Gen Z - 2024 - NL,4.12,1523,31,
2024-06-10,Decathlon Belgium - Re-Sell - Gen Z - May 2024 - Inspire,Gen Z - NL,46.20,18326,31,
2024-06-10,Decathlon Belgium - Buyback Tentes - AW - March - 2024 - Intercept,Green interest - NL,65.18,10964,145,
2024-06-10,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Hommes NL,2.05,903,52,
2024-06-10,Decathlon Belgium - (E-)Mobility - AW - February - 2024 - Intercept,"Interest Vélo route, VTT, Vélo ville - NL",2.67,1517,117,
2024-06-10,Decathlon Belgium - Rent - AW - April 2024 - Intercept,Interest escapades et longs weekends - NL,3.33,1421,54,
2024-06-10,Decathlon Belgium - Sailing - April - 2024 - TRIBORD KIDS - intercept,Interest sailing mums NL,3.26,1453,61,
2024-06-10,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,LAL (10%) - DMP - Football - Viewers/Buyers - NL,25.20,11958,677,
2024-06-10,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,LAL DMP Gen Z - 2024 - NL,0.03,6,,
2024-06-10,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,32.63,7594,157,
2024-06-10,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,26.33,5290,72,
2024-06-10,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Parents NL (V2),0.02,5,,
2024-06-10,Decathlon Belgium - Boost post  - CS - Trail - MT3 - AW - June 2024 - Inspire,Trail interest - NL,1.56,2192,4,
2024-06-10,Decathlon Belgium - Boost post  - IG - Trail - MT3 - AW - June 2024 - Inspire,Trail interest - NL,2.48,3110,2,
2024-06-10,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Value-exerciser NL,55.52,30883,3506,
2024-06-10,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Value-exerciser NL,3.67,2213,173,
2024-06-10,Decathlon Belgium - Summer - OPECO - June 2024 - Intercept,Visitors page WOO NL,4.71,1360,226,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Aspire-lete NL,8.84,5766,471,
2024-06-09,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Aspire-lete NL,17.02,3332,6,
2024-06-09,Decathlon Belgium - CRM One&Done - Fitness - NL - AW - Intercept,DMP - CRM - One & Done - Fitness - NL,15.79,5677,51,
2024-06-09,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,DMP - Football - Viewers/Buyers - NL,14.49,6213,438,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Aspire-lete NL,0.86,451,67,
2024-06-09,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Aspire-lete NL,3.16,689,,
2024-06-09,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,6.64,1232,25,
2024-06-09,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,6.05,1306,24,
2024-06-09,Decathlon Belgium - CRM Prospects NL - AW - Intercept,DMP CRM Prospects NL,25.42,9188,707,
2024-06-09,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Easy-active - NL,0.13,58,3,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Easy-active NL,0.68,426,36,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Expert-lete NL,0.79,332,34,
2024-06-09,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Expert-lete NL,1.11,245,1,
2024-06-09,Decathlon Belgium - Buyback Tentes - AW - March - 2024 - Intercept,DMP Tent Buyer - NL,8.40,1569,36,
2024-06-09,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Value-exerciser - NL,0.11,42,1,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Value-exerciser NL,0.23,117,16,
2024-06-09,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Campagne,Decathlon Belgium - ASC - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - NL Ensemble de publicités,90.23,30418,1542,
2024-06-09,Decathlon Belgium - Advantage+ Shopping Prospecting Campaign - NL Campagne,Decathlon Belgium - Advantage+ Shopping Campaign - NL Ensemble de publicités,21.38,10508,791,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Easy-active NL,32.80,21262,2864,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Expert-lete NL,12.55,6574,618,
2024-06-09,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Expert-lete NL,26.22,4383,4,
2024-06-09,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Femmes NL,6.70,3462,179,
2024-06-09,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,Football interest - NL,35.36,17997,895,
2024-06-09,Decathlon Belgium - Boost post  - Foot -  LP - Maillot EURO 2024 - IG - AW - June 2024 - Inspire,Football interest - NL,3.03,1190,,
2024-06-09,Decathlon Belgium - Boost post  - Foot - LP - Maillot EURO 2024 - AW - June 2024 - Inspire,Football interest - NL,1.63,603,54,
2024-06-09,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,Gen Z - 2024 - NL,3.77,1537,39,
2024-06-09,Decathlon Belgium - Re-Sell - Gen Z - May 2024 - Inspire,Gen Z - NL,42.05,15290,33,
2024-06-09,Decathlon Belgium - Buyback Tentes - AW - March - 2024 - Intercept,Green interest - NL,72.40,11897,198,
2024-06-09,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Hommes NL,3.03,1293,83,
2024-06-09,Decathlon Belgium - (E-)Mobility - AW - February - 2024 - Intercept,"Interest Vélo route, VTT, Vélo ville - NL",2.96,1726,172,
2024-06-09,Decathlon Belgium - Rent - AW - April 2024 - Intercept,Interest escapades et longs weekends - NL,3.12,1280,42,
2024-06-09,Decathlon Belgium - Sailing - April - 2024 - TRIBORD KIDS - intercept,Interest sailing mums NL,4.66,2144,90,
2024-06-09,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,LAL (10%) - DMP - Football - Viewers/Buyers - NL,27.62,12194,854,
2024-06-09,Decathlon Belgium - Lifestyle Gen Z - AW - March 2024 - Intercept,LAL DMP Gen Z - 2024 - NL,0.01,10,,
2024-06-09,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,23.63,4154,82,
2024-06-09,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,Parents NL,20.75,3511,53,
2024-06-09,Decathlon Belgium - Lifestyle - AW - January - 2024 - Intercept,Parents NL (V2),0.02,3,1,
2024-06-09,Decathlon Belgium - Boost post  - CS - Trail - MT3 - AW - June 2024 - Inspire,Trail interest - NL,2.53,3370,4,
2024-06-09,Decathlon Belgium - Boost post  - IG - Trail - MT3 - AW - June 2024 - Inspire,Trail interest - NL,3.81,4605,5,
2024-06-09,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Value-exerciser NL,65.39,34289,3622,
2024-06-08,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,Aspire-lete NL,6.44,3838,386,
2024-06-08,Decathlon Belgium - Re-Sell - May 2024 - Inspire,Aspire-lete NL,17.21,2439,3,
2024-06-08,Decathlon Belgium - CRM One&Done - Fitness - NL - AW - Intercept,DMP - CRM - One & Done - Fitness - NL,14.89,4481,55,
2024-06-08,Decathlon Belgium - Adidas - Maillot Diable Rouge EURO 2024 - June 2024 - Intercept,DMP - Football - Viewers/Buyers - NL,13.26,5002,404,
2024-06-08,Decathlon Belgium - DPA prospecting NL - Janvier 2023 - intercept,DMP Aspire-lete NL,0.67,336,41,
2024-06-08,Decathlon Belgium - Re-Sell - May 2024 - Inspire,DMP Aspire-lete NL,3.52,577,2,
2024-06-08,Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,3.82,603,17,
2024-06-08,Test - Decathlon Belgium - Buyback Kids Bike - AW - June - 2024 - Intercept,DMP Buyers Kids NL,4.96,928,16,
2024-06-08,Decathlon Belgium - CRM Prospects NL - AW - Intercept,DMP CRM Prospects NL,24.61,8455,898,
2024-06-08,Decathlon Belgium - Rent - AW - April 2024 - Intercept,DMP Easy-active - NL,0.10,39,,
